shipment_id,date,departure_datetime,arrival_datetime,route_id,origin,destination,distance_km,route_complexity,driver_id,driver_experience,driver_rating,vehicle_id,customer_id,warehouse_id,cargo_type,weight_kg,freight_cost_usd,planned_hours,actual_hours,delay_hours,is_delayed,departure_hour,day_of_week,day_name,month,year,is_holiday,is_weekend,weather_score,traffic_index,processing_time_mins,on_time
SHP-001342,2022-04-12,2022-04-12 21:38:00,2022-04-13 04:44:43,R002,Johannesburg,Durban,560,2,DRV-026,3,4.7,TRK-011,CUST-0036,WH003,Perishables,2605.1,538.65,7.11,7.11,0.0,0,21,1,Tuesday,4,2022,0,0,1.0,1.016,9.8,1
SHP-001343,2022-04-12,2022-04-12 12:17:00,2022-04-13 06:34:24,R001,Johannesburg,Cape Town,1400,3,DRV-095,2,4.7,TRK-041,CUST-0140,WH002,General Freight,6471.6,1172.5,16.88,18.29,1.41,1,12,1,Tuesday,4,2022,0,0,1.0,1.055,20.9,0
SHP-001344,2022-04-12,2022-04-12 07:10:00,2022-04-13 05:30:52,R006,Cape Town,Johannesburg,1400,3,DRV-122,18,4.3,TRK-026,CUST-0130,WH001,Perishables,500.0,1240.48,21.25,22.35,1.1,1,7,1,Tuesday,4,2022,0,0,1.0,1.328,13.7,0
SHP-001345,2022-04-12,2022-04-12 21:42:00,2022-04-13 09:50:38,R009,Bloemfontein,Cape Town,1000,2,DRV-096,3,4.0,TRK-036,CUST-0068,WH001,Electronics,951.5,837.69,12.14,12.14,0.0,0,21,1,Tuesday,4,2022,0,0,1.0,1.012,21.9,1
SHP-001346,2022-04-12,2022-04-12 01:03:00,2022-04-12 09:37:04,R003,Cape Town,Port Elizabeth,770,2,DRV-077,8,4.8,TRK-009,CUST-0192,WH002,FMCG,14671.1,688.4,8.57,8.57,0.0,0,1,1,Tuesday,4,2022,0,0,1.0,0.952,14.4,1
SHP-001347,2022-04-12,2022-04-12 17:51:00,2022-04-13 10:39:00,R009,Bloemfontein,Cape Town,1000,2,DRV-003,5,4.5,TRK-020,CUST-0036,WH001,Hazardous,22391.8,899.29,16.8,16.8,0.0,0,17,1,Tuesday,4,2022,0,0,1.0,1.4,10.6,1
SHP-001348,2022-04-12,2022-04-12 17:04:00,2022-04-13 04:56:15,R003,Cape Town,Port Elizabeth,770,2,DRV-100,8,4.6,TRK-036,CUST-0163,WH003,FMCG,9434.9,761.98,11.87,11.87,0.0,0,17,1,Tuesday,4,2022,0,0,1.0,1.319,14.8,1
SHP-001349,2022-04-12,2022-04-12 09:48:00,2022-04-12 19:33:28,R002,Johannesburg,Durban,560,2,DRV-123,16,3.3,TRK-033,CUST-0019,WH001,Automotive Parts,6746.8,570.44,9.76,9.76,0.0,0,9,1,Tuesday,4,2022,0,0,1.0,1.394,19.1,1
SHP-001350,2022-04-12,2022-04-12 16:01:00,2022-04-13 01:52:46,R007,Durban,Johannesburg,560,2,DRV-016,13,3.2,TRK-049,CUST-0111,WH002,General Freight,11837.1,528.99,9.86,9.86,0.0,0,16,1,Tuesday,4,2022,0,0,1.0,1.409,15.2,1
SHP-001351,2022-04-12,2022-04-12 18:41:00,2022-04-13 07:30:12,R004,Durban,Bloemfontein,620,3,DRV-033,6,4.1,TRK-031,CUST-0158,WH003,Textiles,8604.7,581.0,11.16,12.82,1.66,1,18,1,Tuesday,4,2022,0,0,1.0,1.395,16.0,0
SHP-001352,2022-04-12,2022-04-12 06:05:00,2022-04-12 21:54:15,R008,Port Elizabeth,Johannesburg,1060,3,DRV-020,13,3.2,TRK-028,CUST-0154,WH002,General Freight,6079.4,875.23,15.82,15.82,0.0,0,6,1,Tuesday,4,2022,0,0,1.15,1.217,10.4,1
SHP-001353,2022-04-12,2022-04-12 09:34:00,2022-04-13 04:15:38,R005,Johannesburg,Port Elizabeth,1060,3,DRV-101,14,3.4,TRK-018,CUST-0119,WH002,FMCG,1431.2,925.78,18.69,18.69,0.0,0,9,1,Tuesday,4,2022,0,0,1.0,1.438,13.6,1
SHP-001354,2022-04-12,2022-04-12 13:43:00,2022-04-13 03:21:13,R008,Port Elizabeth,Johannesburg,1060,3,DRV-099,19,4.2,TRK-049,CUST-0177,WH003,Automotive Parts,5876.4,939.03,13.64,13.64,0.0,0,13,1,Tuesday,4,2022,0,0,1.15,1.049,11.3,1
SHP-001355,2022-04-12,2022-04-12 14:16:00,2022-04-12 21:53:48,R002,Johannesburg,Durban,560,2,DRV-126,18,3.1,TRK-022,CUST-0137,WH003,Automotive Parts,8168.3,539.67,7.63,7.63,0.0,0,14,1,Tuesday,4,2022,0,0,1.0,1.09,22.3,1
SHP-001356,2022-04-12,2022-04-12 08:19:00,2022-04-12 19:07:00,R004,Durban,Bloemfontein,620,3,DRV-081,5,4.3,TRK-060,CUST-0083,WH003,Perishables,606.0,520.6,10.8,10.8,0.0,0,8,1,Tuesday,4,2022,0,0,1.0,1.35,16.3,1
SHP-001357,2022-04-12,2022-04-12 18:08:00,2022-04-13 10:11:54,R010,Johannesburg,Bloemfontein,400,1,DRV-109,7,4.1,TRK-043,CUST-0169,WH003,Perishables,500.0,394.4,7.02,16.07,9.05,1,18,1,Tuesday,4,2022,0,0,1.0,1.403,10.6,0
SHP-001358,2022-04-13,2022-04-13 08:46:00,2022-04-14 00:53:40,R009,Bloemfontein,Cape Town,1000,2,DRV-083,17,4.7,TRK-014,CUST-0119,WH003,Automotive Parts,2991.9,898.7,16.13,16.13,0.0,0,8,2,Wednesday,4,2022,0,0,1.0,1.344,21.6,1
SHP-001359,2022-04-13,2022-04-13 10:25:00,2022-04-14 04:40:21,R006,Cape Town,Johannesburg,1400,3,DRV-047,18,4.1,TRK-057,CUST-0166,WH002,Textiles,9584.1,1249.36,18.26,18.26,0.0,0,10,2,Wednesday,4,2022,0,0,1.0,1.141,8.7,1
SHP-001360,2022-04-13,2022-04-13 21:52:00,2022-04-14 07:40:39,R003,Cape Town,Port Elizabeth,770,2,DRV-066,6,4.0,TRK-039,CUST-0019,WH001,Hazardous,523.9,727.87,9.08,9.81,0.73,1,21,2,Wednesday,4,2022,0,0,1.0,1.009,18.1,0
SHP-001361,2022-04-13,2022-04-13 12:26:00,2022-04-14 00:53:14,R005,Johannesburg,Port Elizabeth,1060,3,DRV-127,11,3.1,TRK-030,CUST-0141,WH002,Automotive Parts,8229.5,1022.94,12.45,12.45,0.0,0,12,2,Wednesday,4,2022,0,0,1.0,0.958,15.7,1
SHP-001362,2022-04-13,2022-04-13 07:11:00,2022-04-13 14:15:12,R010,Johannesburg,Bloemfontein,400,1,DRV-028,15,4.3,TRK-031,CUST-0112,WH002,Electronics,500.0,297.66,7.07,7.07,0.0,0,7,2,Wednesday,4,2022,0,0,1.0,1.414,12.7,1
SHP-001363,2022-04-13,2022-04-13 07:06:00,2022-04-13 18:22:51,R002,Johannesburg,Durban,560,2,DRV-072,17,4.8,TRK-007,CUST-0141,WH002,Automotive Parts,2439.8,567.02,9.82,11.28,1.46,1,7,2,Wednesday,4,2022,0,0,1.0,1.403,18.2,0
SHP-001364,2022-04-13,2022-04-13 15:18:00,2022-04-13 20:58:30,R010,Johannesburg,Bloemfontein,400,1,DRV-016,13,3.2,TRK-001,CUST-0029,WH003,Hazardous,793.8,377.97,5.67,5.67,0.0,0,15,2,Wednesday,4,2022,0,0,1.0,1.135,5.0,1
SHP-001365,2022-04-13,2022-04-13 13:20:00,2022-04-14 02:01:16,R005,Johannesburg,Port Elizabeth,1060,3,DRV-091,11,3.0,TRK-054,CUST-0061,WH001,Perishables,2860.1,917.07,12.69,12.69,0.0,0,13,2,Wednesday,4,2022,0,0,1.0,0.976,16.2,1
SHP-001366,2022-04-13,2022-04-13 14:17:00,2022-04-14 01:54:40,R009,Bloemfontein,Cape Town,1000,2,DRV-005,14,3.1,TRK-011,CUST-0024,WH003,Automotive Parts,20750.3,923.21,11.63,11.63,0.0,0,14,2,Wednesday,4,2022,0,0,1.0,0.969,12.1,1
SHP-001367,2022-04-13,2022-04-13 09:00:00,2022-04-13 19:46:04,R004,Durban,Bloemfontein,620,3,DRV-118,13,4.8,TRK-040,CUST-0043,WH001,Perishables,2999.8,575.96,10.77,10.77,0.0,0,9,2,Wednesday,4,2022,0,0,1.0,1.346,18.6,1
SHP-001368,2022-04-13,2022-04-13 11:28:00,2022-04-13 18:53:37,R007,Durban,Johannesburg,560,2,DRV-115,3,4.9,TRK-014,CUST-0060,WH001,General Freight,521.3,519.82,7.43,7.43,0.0,0,11,2,Wednesday,4,2022,0,0,1.0,1.061,12.4,1
SHP-001369,2022-04-13,2022-04-13 18:31:00,2022-04-14 04:32:01,R007,Durban,Johannesburg,560,2,DRV-006,3,3.4,TRK-035,CUST-0196,WH001,Hazardous,6176.5,447.64,10.02,10.02,0.0,0,18,2,Wednesday,4,2022,0,0,1.0,1.431,15.8,1
SHP-001370,2022-04-13,2022-04-13 10:45:00,2022-04-14 01:27:43,R009,Bloemfontein,Cape Town,1000,2,DRV-100,8,4.6,TRK-054,CUST-0114,WH001,Automotive Parts,2665.7,833.25,14.71,14.71,0.0,0,10,2,Wednesday,4,2022,0,0,1.0,1.226,14.1,1
SHP-001371,2022-04-13,2022-04-13 09:45:00,2022-04-13 19:05:42,R007,Durban,Johannesburg,560,2,DRV-054,6,4.6,TRK-014,CUST-0081,WH002,Hazardous,500.0,497.96,9.34,9.34,0.0,0,9,2,Wednesday,4,2022,0,0,1.0,1.335,11.4,1
SHP-001372,2022-04-13,2022-04-13 15:01:00,2022-04-14 09:26:55,R001,Johannesburg,Cape Town,1400,3,DRV-063,14,3.3,TRK-042,CUST-0179,WH002,General Freight,8469.4,1239.05,18.43,18.43,0.0,0,15,2,Wednesday,4,2022,0,0,1.0,1.152,10.1,1
SHP-001373,2022-04-13,2022-04-13 08:23:00,2022-04-14 13:18:37,R008,Port Elizabeth,Johannesburg,1060,3,DRV-109,7,4.1,TRK-006,CUST-0112,WH002,Hazardous,28000.0,967.87,17.41,28.93,11.52,1,8,2,Wednesday,4,2022,0,0,1.15,1.339,16.0,0
SHP-001374,2022-04-13,2022-04-13 05:14:00,2022-04-13 10:50:54,R010,Johannesburg,Bloemfontein,400,1,DRV-051,5,4.0,TRK-055,CUST-0010,WH002,Electronics,1548.0,398.94,5.43,5.61,0.18,1,5,2,Wednesday,4,2022,0,0,1.0,1.087,13.2,0
SHP-001375,2022-04-13,2022-04-13 07:09:00,2022-04-14 04:37:19,R001,Johannesburg,Cape Town,1400,3,DRV-065,9,4.9,TRK-006,CUST-0135,WH002,Hazardous,10221.6,1205.03,21.47,21.47,0.0,0,7,2,Wednesday,4,2022,0,0,1.0,1.342,14.6,1
SHP-001376,2022-04-13,2022-04-13 14:36:00,2022-04-14 04:29:02,R005,Johannesburg,Port Elizabeth,1060,3,DRV-043,11,3.4,TRK-034,CUST-0018,WH001,Perishables,2431.3,999.52,13.88,13.88,0.0,0,14,2,Wednesday,4,2022,0,0,1.0,1.068,14.9,1
SHP-001377,2022-04-14,2022-04-14 16:12:00,2022-04-15 09:15:21,R005,Johannesburg,Port Elizabeth,1060,3,DRV-121,15,3.6,TRK-028,CUST-0043,WH001,Perishables,11585.8,926.11,17.06,17.06,0.0,0,16,3,Thursday,4,2022,0,0,1.0,1.312,5.8,1
SHP-001378,2022-04-14,2022-04-14 15:09:00,2022-04-15 01:18:07,R003,Cape Town,Port Elizabeth,770,2,DRV-032,3,4.2,TRK-050,CUST-0119,WH002,Automotive Parts,19749.6,712.57,10.15,10.15,0.0,0,15,3,Thursday,4,2022,0,0,1.0,1.128,12.7,1
SHP-001379,2022-04-14,2022-04-14 18:25:00,2022-04-15 11:39:34,R003,Cape Town,Port Elizabeth,770,2,DRV-070,5,3.7,TRK-033,CUST-0006,WH003,Automotive Parts,754.7,626.61,11.76,17.24,5.48,1,18,3,Thursday,4,2022,0,0,1.0,1.307,19.5,0
SHP-001380,2022-04-14,2022-04-14 12:45:00,2022-04-14 17:41:06,R010,Johannesburg,Bloemfontein,400,1,DRV-095,2,4.7,TRK-037,CUST-0072,WH001,Electronics,2812.2,411.61,4.93,4.93,0.0,0,12,3,Thursday,4,2022,0,0,1.0,0.987,12.8,1
SHP-001381,2022-04-14,2022-04-14 13:31:00,2022-04-14 20:34:46,R002,Johannesburg,Durban,560,2,DRV-097,9,4.3,TRK-009,CUST-0001,WH002,Hazardous,1362.2,490.67,7.06,7.06,0.0,0,13,3,Thursday,4,2022,0,0,1.0,1.009,6.9,1
SHP-001382,2022-04-14,2022-04-14 13:53:00,2022-04-15 02:38:21,R009,Bloemfontein,Cape Town,1000,2,DRV-120,13,3.5,TRK-042,CUST-0134,WH003,Hazardous,19708.7,920.28,12.76,12.76,0.0,0,13,3,Thursday,4,2022,0,0,1.0,1.063,19.1,1
SHP-001383,2022-04-14,2022-04-14 13:23:00,2022-04-15 00:59:14,R009,Bloemfontein,Cape Town,1000,2,DRV-128,19,4.0,TRK-009,CUST-0010,WH001,Perishables,4029.4,869.47,11.6,11.6,0.0,0,13,3,Thursday,4,2022,0,0,1.0,0.967,11.3,1
SHP-001384,2022-04-14,2022-04-14 15:13:00,2022-04-15 07:15:52,R005,Johannesburg,Port Elizabeth,1060,3,DRV-096,3,4.0,TRK-002,CUST-0081,WH001,Electronics,7193.6,1002.36,15.55,16.05,0.5,1,15,3,Thursday,4,2022,0,0,1.0,1.196,12.7,0
SHP-001385,2022-04-14,2022-04-14 18:57:00,2022-04-15 07:18:25,R003,Cape Town,Port Elizabeth,770,2,DRV-078,3,3.2,TRK-026,CUST-0063,WH001,Perishables,4393.7,687.46,12.36,12.36,0.0,0,18,3,Thursday,4,2022,0,0,1.0,1.373,11.9,1
SHP-001386,2022-04-14,2022-04-14 20:57:00,2022-04-15 04:40:12,R004,Durban,Bloemfontein,620,3,DRV-119,6,3.8,TRK-009,CUST-0107,WH001,General Freight,798.4,531.98,7.72,7.72,0.0,0,20,3,Thursday,4,2022,0,0,1.0,0.965,15.3,1
SHP-001387,2022-04-15,2022-04-15 17:35:00,2022-04-16 04:21:48,R007,Durban,Johannesburg,560,2,DRV-111,9,3.9,TRK-005,CUST-0154,WH002,Hazardous,28000.0,581.92,10.78,10.78,0.0,0,17,4,Friday,4,2022,1,0,1.0,1.54,14.1,1
SHP-001388,2022-04-15,2022-04-15 01:06:00,2022-04-16 03:32:31,R006,Cape Town,Johannesburg,1400,3,DRV-085,18,4.5,TRK-013,CUST-0080,WH001,Automotive Parts,7512.0,1166.24,18.51,26.44,7.93,1,1,4,Friday,4,2022,1,0,1.0,1.157,13.0,0
SHP-001389,2022-04-15,2022-04-15 16:29:00,2022-04-16 12:55:31,R004,Durban,Bloemfontein,620,3,DRV-096,3,4.0,TRK-002,CUST-0115,WH002,Electronics,6440.2,616.5,11.59,20.44,8.85,1,16,4,Friday,4,2022,1,0,1.0,1.449,16.8,0
SHP-001390,2022-04-15,2022-04-15 11:32:00,2022-04-15 17:22:06,R010,Johannesburg,Bloemfontein,400,1,DRV-032,3,4.2,TRK-057,CUST-0113,WH002,Textiles,1071.5,378.17,5.83,5.83,0.0,0,11,4,Friday,4,2022,1,0,1.35,1.167,20.8,1
SHP-001391,2022-04-15,2022-04-15 15:46:00,2022-04-16 03:56:12,R002,Johannesburg,Durban,560,2,DRV-040,13,3.5,TRK-060,CUST-0097,WH003,Hazardous,28000.0,647.25,8.68,12.17,3.49,1,15,4,Friday,4,2022,1,0,1.0,1.24,15.4,0
SHP-001392,2022-04-15,2022-04-15 05:00:00,2022-04-15 12:33:10,R002,Johannesburg,Durban,560,2,DRV-099,19,4.2,TRK-018,CUST-0101,WH001,Perishables,28000.0,572.64,7.55,7.55,0.0,0,5,4,Friday,4,2022,1,0,1.0,1.079,12.0,1
SHP-001393,2022-04-16,2022-04-16 00:04:00,2022-04-16 08:40:14,R003,Cape Town,Port Elizabeth,770,2,DRV-110,5,3.8,TRK-036,CUST-0146,WH001,Hazardous,3434.7,732.86,8.6,8.6,0.0,0,0,5,Saturday,4,2022,0,1,1.0,0.956,15.1,1
SHP-001394,2022-04-16,2022-04-16 07:42:00,2022-04-16 16:22:48,R004,Durban,Bloemfontein,620,3,DRV-120,13,3.5,TRK-059,CUST-0043,WH002,FMCG,5897.3,641.61,8.68,8.68,0.0,0,7,5,Saturday,4,2022,0,1,1.0,1.085,19.0,1
SHP-001395,2022-04-16,2022-04-16 10:42:00,2022-04-16 23:20:56,R008,Port Elizabeth,Johannesburg,1060,3,DRV-067,4,4.7,TRK-037,CUST-0143,WH003,Automotive Parts,3719.9,969.64,12.65,12.65,0.0,0,10,5,Saturday,4,2022,0,1,1.15,0.973,18.7,1
SHP-001396,2022-04-16,2022-04-16 08:01:00,2022-04-16 19:54:31,R009,Bloemfontein,Cape Town,1000,2,DRV-072,17,4.8,TRK-052,CUST-0153,WH001,Textiles,11833.4,880.59,11.89,11.89,0.0,0,8,5,Saturday,4,2022,0,1,1.0,0.991,13.1,1
SHP-001397,2022-04-16,2022-04-16 07:09:00,2022-04-16 14:41:20,R007,Durban,Johannesburg,560,2,DRV-014,7,4.9,TRK-038,CUST-0077,WH002,Textiles,10781.8,601.77,7.54,7.54,0.0,0,7,5,Saturday,4,2022,0,1,1.0,1.077,12.1,1
SHP-001398,2022-04-16,2022-04-16 12:26:00,2022-04-17 01:36:08,R008,Port Elizabeth,Johannesburg,1060,3,DRV-040,13,3.5,TRK-060,CUST-0026,WH003,FMCG,28000.0,947.17,13.17,13.17,0.0,0,12,5,Saturday,4,2022,0,1,1.15,1.013,5.0,1
SHP-001399,2022-04-16,2022-04-16 19:03:00,2022-04-17 04:41:52,R003,Cape Town,Port Elizabeth,770,2,DRV-124,10,3.4,TRK-060,CUST-0170,WH002,General Freight,11020.7,708.54,9.65,9.65,0.0,0,19,5,Saturday,4,2022,0,1,1.0,1.072,6.9,1
SHP-001400,2022-04-16,2022-04-16 12:31:00,2022-04-17 04:39:38,R001,Johannesburg,Cape Town,1400,3,DRV-086,7,4.4,TRK-024,CUST-0031,WH001,Hazardous,3748.9,1215.76,16.14,16.14,0.0,0,12,5,Saturday,4,2022,0,1,1.0,1.009,13.7,1
SHP-001401,2022-04-16,2022-04-16 10:38:00,2022-04-16 19:28:45,R004,Durban,Bloemfontein,620,3,DRV-074,1,3.2,TRK-016,CUST-0157,WH001,Textiles,4388.1,502.48,8.06,8.85,0.79,1,10,5,Saturday,4,2022,0,1,1.0,1.007,15.7,0
SHP-001402,2022-04-16,2022-04-16 19:50:00,2022-04-17 12:35:07,R001,Johannesburg,Cape Town,1400,3,DRV-039,2,4.6,TRK-035,CUST-0110,WH001,Electronics,1743.0,1145.54,16.75,16.75,0.0,0,19,5,Saturday,4,2022,0,1,1.0,1.047,19.1,1
SHP-001403,2022-04-16,2022-04-16 14:58:00,2022-04-17 00:00:09,R003,Cape Town,Port Elizabeth,770,2,DRV-009,18,3.8,TRK-009,CUST-0075,WH002,Textiles,17155.4,662.03,9.04,9.04,0.0,0,14,5,Saturday,4,2022,0,1,1.0,1.004,16.3,1
SHP-001404,2022-04-16,2022-04-16 22:39:00,2022-04-17 12:47:38,R005,Johannesburg,Port Elizabeth,1060,3,DRV-085,18,4.5,TRK-007,CUST-0010,WH001,Automotive Parts,4207.3,998.18,14.14,14.14,0.0,0,22,5,Saturday,4,2022,0,1,1.35,1.088,16.3,1
SHP-001405,2022-04-16,2022-04-16 17:04:00,2022-04-17 09:47:44,R008,Port Elizabeth,Johannesburg,1060,3,DRV-028,15,4.3,TRK-018,CUST-0152,WH003,Hazardous,5367.5,958.03,12.91,16.73,3.82,1,17,5,Saturday,4,2022,0,1,1.15,0.993,12.7,0
SHP-001406,2022-04-16,2022-04-16 07:38:00,2022-04-16 20:32:32,R005,Johannesburg,Port Elizabeth,1060,3,DRV-041,7,4.8,TRK-042,CUST-0199,WH003,FMCG,22898.7,970.49,12.91,12.91,0.0,0,7,5,Saturday,4,2022,0,1,1.0,0.993,18.4,1
SHP-001407,2022-04-16,2022-04-16 09:41:00,2022-04-16 18:46:24,R003,Cape Town,Port Elizabeth,770,2,DRV-122,18,4.3,TRK-052,CUST-0116,WH003,Hazardous,8368.3,664.87,9.09,9.09,0.0,0,9,5,Saturday,4,2022,0,1,1.0,1.01,9.4,1
SHP-001408,2022-04-16,2022-04-16 15:02:00,2022-04-17 05:09:26,R005,Johannesburg,Port Elizabeth,1060,3,DRV-084,14,4.9,TRK-014,CUST-0062,WH001,Electronics,8439.9,892.47,13.49,14.12,0.63,1,15,5,Saturday,4,2022,0,1,1.0,1.038,6.5,0
SHP-001409,2022-04-16,2022-04-16 16:44:00,2022-04-17 05:33:04,R008,Port Elizabeth,Johannesburg,1060,3,DRV-033,6,4.1,TRK-010,CUST-0186,WH002,General Freight,1219.1,916.14,12.82,12.82,0.0,0,16,5,Saturday,4,2022,0,1,1.15,0.986,12.9,1
SHP-001410,2022-04-16,2022-04-16 14:23:00,2022-04-17 02:36:04,R009,Bloemfontein,Cape Town,1000,2,DRV-078,3,3.2,TRK-060,CUST-0182,WH002,Perishables,28000.0,888.71,11.75,12.22,0.47,1,14,5,Saturday,4,2022,0,1,1.0,0.979,12.1,0
SHP-001411,2022-04-16,2022-04-16 21:50:00,2022-04-17 16:31:49,R005,Johannesburg,Port Elizabeth,1060,3,DRV-100,8,4.6,TRK-012,CUST-0128,WH003,Electronics,3892.8,911.71,12.99,18.7,5.71,1,21,5,Saturday,4,2022,0,1,1.0,0.999,11.0,0
SHP-001412,2022-04-16,2022-04-16 08:55:00,2022-04-16 16:34:03,R007,Durban,Johannesburg,560,2,DRV-081,5,4.3,TRK-059,CUST-0193,WH003,Automotive Parts,17299.8,550.93,7.65,7.65,0.0,0,8,5,Saturday,4,2022,0,1,1.0,1.093,20.6,1
SHP-001413,2022-04-16,2022-04-16 13:17:00,2022-04-17 06:12:40,R006,Cape Town,Johannesburg,1400,3,DRV-038,2,3.5,TRK-003,CUST-0036,WH003,Perishables,2751.0,1263.88,16.93,16.93,0.0,0,13,5,Saturday,4,2022,0,1,1.0,1.058,11.6,1
SHP-001414,2022-04-17,2022-04-17 00:30:00,2022-04-17 18:04:48,R006,Cape Town,Johannesburg,1400,3,DRV-088,12,3.9,TRK-052,CUST-0158,WH002,Hazardous,3138.8,1171.59,17.52,17.58,0.06,1,0,6,Sunday,4,2022,0,1,1.0,1.095,12.0,0
SHP-001415,2022-04-17,2022-04-17 14:39:00,2022-04-18 03:25:48,R009,Bloemfontein,Cape Town,1000,2,DRV-071,6,4.1,TRK-034,CUST-0101,WH003,Automotive Parts,2409.8,813.14,12.78,12.78,0.0,0,14,6,Sunday,4,2022,0,1,1.0,1.065,13.6,1
SHP-001416,2022-04-17,2022-04-17 09:01:00,2022-04-17 14:14:12,R010,Johannesburg,Bloemfontein,400,1,DRV-075,12,4.8,TRK-035,CUST-0194,WH001,Electronics,5432.6,377.48,5.22,5.22,0.0,0,9,6,Sunday,4,2022,0,1,1.0,1.044,11.9,1
SHP-001417,2022-04-17,2022-04-17 19:53:00,2022-04-18 03:00:08,R007,Durban,Johannesburg,560,2,DRV-119,6,3.8,TRK-059,CUST-0156,WH001,Automotive Parts,3195.4,533.39,7.12,7.12,0.0,0,19,6,Sunday,4,2022,0,1,1.0,1.017,13.7,1
SHP-001418,2022-04-17,2022-04-17 09:33:00,2022-04-18 01:16:40,R001,Johannesburg,Cape Town,1400,3,DRV-059,1,4.4,TRK-043,CUST-0149,WH002,Hazardous,3948.5,1187.69,15.73,15.73,0.0,0,9,6,Sunday,4,2022,0,1,1.0,0.983,14.1,1
SHP-001419,2022-04-17,2022-04-17 13:57:00,2022-04-18 06:09:28,R001,Johannesburg,Cape Town,1400,3,DRV-111,9,3.9,TRK-004,CUST-0020,WH002,Textiles,2182.0,1289.44,16.21,16.21,0.0,0,13,6,Sunday,4,2022,0,1,1.0,1.013,18.0,1
SHP-001420,2022-04-17,2022-04-17 14:18:00,2022-04-18 04:18:50,R005,Johannesburg,Port Elizabeth,1060,3,DRV-014,7,4.9,TRK-032,CUST-0149,WH003,Perishables,5520.3,925.91,14.01,14.01,0.0,0,14,6,Sunday,4,2022,0,1,1.0,1.078,12.0,1
SHP-001421,2022-04-18,2022-04-18 15:05:00,2022-04-19 09:16:31,R006,Cape Town,Johannesburg,1400,3,DRV-046,5,3.5,TRK-035,CUST-0168,WH001,Perishables,7429.9,1177.21,18.19,18.19,0.0,0,15,0,Monday,4,2022,1,0,1.0,1.137,13.7,1
SHP-001422,2022-04-18,2022-04-18 11:57:00,2022-04-19 01:43:01,R005,Johannesburg,Port Elizabeth,1060,3,DRV-044,16,3.8,TRK-043,CUST-0075,WH002,FMCG,613.6,967.6,13.77,13.77,0.0,0,11,0,Monday,4,2022,1,0,1.0,1.059,15.4,1
SHP-001423,2022-04-18,2022-04-18 06:09:00,2022-04-19 01:12:14,R005,Johannesburg,Port Elizabeth,1060,3,DRV-080,18,4.5,TRK-035,CUST-0178,WH003,Automotive Parts,8674.7,912.96,15.96,19.05,3.09,1,6,0,Monday,4,2022,1,0,1.0,1.228,12.9,0
SHP-001424,2022-04-18,2022-04-18 07:49:00,2022-04-19 01:45:24,R005,Johannesburg,Port Elizabeth,1060,3,DRV-046,5,3.5,TRK-008,CUST-0196,WH002,Electronics,13576.9,963.92,17.94,17.94,0.0,0,7,0,Monday,4,2022,1,0,1.0,1.38,5.5,1
SHP-001425,2022-04-18,2022-04-18 10:24:00,2022-04-18 16:26:24,R010,Johannesburg,Bloemfontein,400,1,DRV-072,17,4.8,TRK-051,CUST-0022,WH001,Hazardous,21000.3,355.74,5.91,6.04,0.13,1,10,0,Monday,4,2022,1,0,1.0,1.182,12.9,0
SHP-001426,2022-04-19,2022-04-19 08:52:00,2022-04-19 15:30:42,R010,Johannesburg,Bloemfontein,400,1,DRV-023,12,4.2,TRK-005,CUST-0042,WH002,Perishables,2418.8,410.85,6.64,6.64,0.0,0,8,1,Tuesday,4,2022,0,0,1.0,1.329,16.6,1
SHP-001427,2022-04-19,2022-04-19 07:32:00,2022-04-20 06:07:24,R006,Cape Town,Johannesburg,1400,3,DRV-008,18,3.4,TRK-022,CUST-0100,WH002,Textiles,4303.6,1246.07,21.76,22.59,0.83,1,7,1,Tuesday,4,2022,0,0,1.0,1.36,10.4,0
SHP-001428,2022-04-19,2022-04-19 19:49:00,2022-04-20 11:37:28,R008,Port Elizabeth,Johannesburg,1060,3,DRV-018,2,4.5,TRK-048,CUST-0059,WH003,Textiles,13499.1,987.88,15.81,15.81,0.0,0,19,1,Tuesday,4,2022,0,0,1.15,1.216,12.5,1
SHP-001429,2022-04-19,2022-04-19 13:01:00,2022-04-19 21:44:12,R004,Durban,Bloemfontein,620,3,DRV-011,1,4.5,TRK-003,CUST-0116,WH001,Perishables,500.0,540.83,8.72,8.72,0.0,0,13,1,Tuesday,4,2022,0,0,1.0,1.09,12.5,1
SHP-001430,2022-04-19,2022-04-19 17:38:00,2022-04-20 16:16:24,R001,Johannesburg,Cape Town,1400,3,DRV-081,5,4.3,TRK-056,CUST-0119,WH001,General Freight,1413.4,1215.25,22.64,22.64,0.0,0,17,1,Tuesday,4,2022,0,0,1.0,1.415,7.5,1
SHP-001431,2022-04-19,2022-04-19 16:40:00,2022-04-20 08:49:50,R009,Bloemfontein,Cape Town,1000,2,DRV-088,12,3.9,TRK-008,CUST-0160,WH001,Textiles,1113.3,847.36,16.16,16.16,0.0,0,16,1,Tuesday,4,2022,0,0,1.0,1.347,14.4,1
SHP-001432,2022-04-19,2022-04-19 09:24:00,2022-04-19 18:47:38,R002,Johannesburg,Durban,560,2,DRV-015,11,3.2,TRK-020,CUST-0171,WH003,Perishables,24206.3,645.82,9.39,9.39,0.0,0,9,1,Tuesday,4,2022,0,0,1.0,1.342,15.3,1
